id_en	text_en	text_clean	manual_location	manual_type	manual_alternative	generated_location	generated_type	generated_alternative	phrase_en
en_3943	"She was only a Farmer's daughter, but she knew hundreds of ways to fertilize."	"She was only a Farmer's daughter, but she knew hundreds of ways to fertilize."	fertilize	homographic	fertilize	fertilize	homophonic	flirt	hundreds of ways to
en_3948	My name is Ray. I'm a roentgenologist.	My name is Ray. I'm a roentgenologist.	ray	homographic	ray	Ray	homophonic	ray	My name is
en_395	"She was only a Blacksmith's daughter, but she knew how to forge ahead."	"She was only a Blacksmith's daughter, but she knew how to forge ahead."	forge	homographic	forge	forge	homographic	advance	forge ahead
en_3955	A tailor sometimes decides to suit himself.	A tailor sometimes decides to suit himself.	suit	homographic	suit	suit	homographic	clothe	suit oneself
en_3957	An old spice wholesaler is a seasoned veteran.	An old spice wholesaler is a seasoned veteran.	seasoned	homographic	seasoned	seasoned	homographic	experienced	seasoned veteran
en_3958	When overcome by thoughts of sin the princess visited the knave.	When overcome by thoughts of sin the princess visited the knave.	knave	homophonic	nave	sin	homophonic	cin	thoughts of sin
en_3959	"Have a ride in my new ambulance, said Tom hospitably."	"Have a ride in my new ambulance, he said hospitably."	hospitably	homophonic	hospital	hospitably	homographic	hospital	hospitable
en_3966	He was a restaurant critic but had no taste.	He was a restaurant critic but had no taste.	taste	homographic	taste	taste	homographic	discernment	had no taste
en_3970	The ailing king of the doves sensed an imminent coup.	The ailing king of the doves sensed an imminent coup.	coup	homophonic	coo	coup	homophonic	coo	coup d'état
en_3973	Acrobats are always doing good turns.	Acrobats are always doing good turns.	turns	homographic	turns	turns	homographic	favors	good turns
en_3974	"''I told you not to ride that horse,'' Tom nagged."	"I told you not to ride that horse, he nagged."	nagged	homophonic	nag	nagged	homographic	horse	ride that horse
en_3977	When he found out that he would visit a real blacksmith he got all fired up.	When he found out that he would visit a real blacksmith he got all fired up.	fired	homographic	fired	fired	homographic	excited	fired up
en_3980	"When the thief fell in the wet cement and broke both legs, he became a hardened criminal."	"When the thief fell in the wet cement and broke both legs, he became a hardened criminal."	hardened	homographic	hardened	hardened	homographic	toughened	hardened criminal
en_3981	"Did you hear about the bivalve they called in to interrogate for that big murder investigation? Apparently, he's clammed up."	"Did you hear about the bivalve they called in to interrogate for that big murder investigation? Apparently, he's clammed up."	clammed	homophonic	clam	clammed	homographic	silent	clammed up
en_3982	That the obstetrician's services were needed on the train was an accident of berth.	That the obstetrician's services were needed on the train was an accident of berth.	berth	homophonic	birth	berth	homophonic	birth	accident of birth
en_3983	"OLD FARMERS never die, they just spade away."	"Old farmers never die, they just spade away."	spade	homophonic	fade	spade	homophonic	fade	pass away
en_3985	"For every 45 I collected, I would write down the song and the artist so I could keep records."	"For every 45 I collected, I would write down the song and the artist so I could keep records."	records	homographic	records	45	homographic	record	keep records
en_3996	"When entering a funeral home, remember to stay alert and always look alive!"	"When entering a funeral home, remember to stay alert and always look alive!"	alive	homographic	alive	alive	homophonic	alert	look alive
en_3999	''Don't you know my name?'' asked Tom swiftly.	Don't you know my name? he asked swiftly.	swiftly	homophonic	Swift	swiftly	homophonic	Swiftly	
en_4002	Some people really enjoy blowing air out of their lungs - I'm not a fan myself.	Some people really enjoy blowing air out of their lungs-I'm not a fan myself.	fan	homographic	fan	fan	homographic	device	I'm not a fan
en_4004	OLD KINGS never die they just get throne away	Old kings never die they just get throne away	throne	homophonic	thrown	throne	homophonic	thrown	thrown away
en_4006	Are evil wildebeests bad gnus?	Are evil wildebeests bad gnus?	gnus	homophonic	news	gnus	homophonic	news	bad news
en_4008	A baker stopped making donuts after he got tired of the hole thing.	A baker stopped making donuts after he got tired of the hole thing.	hole	homophonic	whole	hole	homophonic	whole	the whole thing
en_4010	"OLD PLAGIARISTS never die, they just steal away."	"Old plagiarists never die, they just steal away."	steal	homographic	steal	steal	homophonic	sneak	"never die, they just fade away"
en_4012	"She memorized just what kind of locket she wanted, by heart."	"She memorized just what kind of locket she wanted, by heart."	heart	homographic	heart	heart	homographic	emotion	by heart
en_4016	The hotel regrets that you do not find your rooms satisfactory; I will send up our sweet manager right away.	The hotel regrets that you do not find your rooms satisfactory; I will send up our sweet manager right away.	sweet	homophonic	suite	sweet	homophonic	suite	sweet manager
en_4018	If you go for a job interview at a rubber stamp company try to make a good impression.	If you go for a job interview at a rubber stamp company try to make a good impression.	impression	homographic	impression	impression	homographic	imprint	make a good impression
en_4020	"Did you see guys that Bob the ventriloquist hangs out with? They're nothing special, just a bunch of dummies."	"Did you see guys that Bob the ventriloquist hangs out with? They're nothing special, just a bunch of dummies."	dummies	homographic	dummies	dummies	homographic	ventriloquist dummies	a bunch of dummies
en_4025	Businesses selling pleasure boats often have a sail.	Businesses selling pleasure boats often have a sail.	sail	homophonic	sale	sail	homophonic	sale	have a sale
en_4027	My name is Iris. I'm an optometrist	My name is Iris. I'm an optometrist	iris	homographic	iris	Iris	homophonic	eye	My name is
en_403	Baseball players are expected to perform well right off the bat.	Baseball players are expected to perform well right off the bat.	bat	homographic	bat	bat	homographic	beginning	right off the bat
en_4031	Well drilling is a deep subject.	Well drilling is a deep subject.	deep	homographic	deep	deep	homographic	profound	deep subject
en_4034	"My friend said, 'There's a lot of gold in those hills.' I replied, 'That's a load of bullion.'."	"My friend said, 'There's a lot of gold in those hills.' I replied, 'That's a load of bullion.'"	bullion	homophonic	bull	bullion	homophonic	bologna	a load of bologna
en_4035	"OLD TRIGONOMETRY TEACHERS never die, they just lose their identities."	"Old trigonometry teachers never die, they just lose their identities."	identities	homographic	identities	identities	homophonic	identities	lose their identities
en_4041	The cost of a galvanized hull is enough to zinc a ship.	The cost of a galvanized hull is enough to zinc a ship.	zinc	homophonic	sink	zinc	homophonic	sink	sink a ship
en_4044	A politician with a bad back needs lots of support.	A politician with a bad back needs lots of support.	support	homographic	support	support	homographic	assistance	needs lots of support
en_4052	I simply must find a new podiatrist. My podiatrist has developed such a callus attitude.	I simply must find a new podiatrist. My podiatrist has developed such a callus attitude.	callus	homophonic	callous	callus	homophonic	callous	callous attitude
en_4055	I suspected our new house guest was a terrorist. He asked to sleep on a blow up mattress.	I suspected our new house guest was a terrorist. He asked to sleep on a blow up mattress.	blow	homographic	blow	blow	homographic	explode	blow up
en_4056	Archaeologists working at night need lots of eon lights.	Archaeologists working at night need lots of eon lights.	eon	homophonic	neon	eon	homophonic	neon	lots of neon lights
en_4061	Did you know that donuts were first made in Greece?	Did you know that donuts were first made in Greece?	greece	homophonic	grease	Greece	homophonic	grease	made in Greece
en_4063	The hardest thing for a person to keep is his opinion	The hardest thing for a person to keep is his opinion	keep	homographic	keep	keep	homographic	protect	keep one's opinion to oneself
en_4068	"If you think guests really enjoy your home movies, you are probably projecting."	"If you think guests really enjoy your home movies, you are probably projecting."	projecting	homographic	projecting	projecting	homographic	imagining	probably projecting
en_4069	A kettle on the stove was singing 'Home on the Range'.	A kettle on the stove was singing 'Home on the Range'.	range	homographic	range	singing	homophonic	whistling	singing 'Home on the Range'
en_4072	"A play, based on billiards, started right on cue."	"A play, based on billiards, started right on cue."	cue	homographic	cue	cue	homographic	signal	right on cue
en_4077	"OLD ESKIMOS never die, they just go cold."	"Old eskimos never die, they just go cold."	cold	homographic	cold	cold	homographic	dead	go cold
